2022,368.6453
2021,344.8010
2020,181.2630
2019,154.3394
2018,140.0067
2017,112.3709
2016,75.3829
2015,75.0037
2014,74.3725
2013,71.1550
2012,65.5062
2011,65.0454
2010,50.3304
2009,32.0136
2008,49.8440
2007,46.7606
2006,29.2568
2005,23.3013
2004,22.7934
2003,16.9153
2002,15.2046
2001,13.1697
2000,12.3428
