2022,15.5477
2021,13.6890
2020,9.5344
2019,8.9298
2018,9.3456
2017,9.7820
2016,9.8753
2015,9.4242
2014,12.2850
2013,13.8587
2012,14.6226
2011,13.1852
2010,10.4889
2009,10.1956
2008,12.3199
2007,8.6682
2006,5.9494
2005,6.0987
2004,7.4371
2003,6.3340
2002,5.1316
2001,4.5965
2000,5.0033
